gid,srand,Primary,Secondary,Internal,Antisense
b1435,+,1504781,"[1504534, 1504612]","[1505345, 1506636]",[1506420]
b1434,+,1504178,[1503923],"[1504534, 1504612]","[1504127, 1504294, 1504416]"
b1433,-,1504127,[1504294],[1503357],"[1502904, 1503511, 1503718, 1503923, 1504178]"
b1432,+,1501681,[],[1501808],"[1502155, 1502460]"
b1431,+,1500453,"[1500236, 1500370]",[],[1500454]
b1429,+,1498507,[],[1498799],[1498992]
b1428,-,1498495,[],"[1497724, 1497923]",[1498507]
b1427,+,1496853,"[1496774, 1496855]","[1496982, 1497053, 1497061, 1497174, 1497180]",[]
b1426,+,1496631,[1496553],"[1496774, 1496853, 1496855]",[1496676]
b1424,+,1494786,[],"[1495133, 1495767, 1495856, 1496359]","[1495017, 1495605]"
b1423,+,1493289,[1493219],"[1493413, 1494239]","[1493762, 1494081]"
b1422,-,1493095,"[1493140, 1493184]",[],[1492761]
b1421,+,1490461,[1490398],"[1491043, 1491156, 1491899]","[1491143, 1492109]"
b1420,-,1490327,[1490367],[1490039],"[1490054, 1490069, 1490143]"
b4429,+,1490143,"[1490054, 1490069]",[],[]
b4597,-,1489625,[],[1489529],[]
b1418,+,1488923,[],"[1489010, 1489298]",[1489529]
b4493,-,1488777,[1488823],"[1487787, 1487883, 1488579]",[]
b1415,+,1486215,[],"[1486482, 1486751]","[1486228, 1486274, 1487787]"
b1414,+,1485192,[],[1485848],"[1485209, 1485459, 1485945]"
b1413,+,1481038,[1480853],"[1481312, 1481766, 1481814, 1483015]","[1481026, 1481303, 1481602, 1481652, 1482828, 1483827, 1484633]"
b1412,-,1481026,[],"[1480338, 1480830]","[1480569, 1480853]"
b1411,+,1478891,[1478793],"[1479645, 1479913]",[1479553]
b1409,+,1476014,[],[1476490],[1477114]
b1407,+,1473052,[],"[1473513, 1474607]","[1474457, 1474543, 1475109]"
b1406,+,1472213,[],"[1472636, 1472785, 1473052]",[]
b4492,+,1468429,[],"[1465893, 1468549, 1468557, 1468803, 1469341, 1469346, 1470050, 1470364, 1471283, 1471402]","[1463781, 1464072, 1465320, 1465512, 1465730, 1465732, 1467201, 1468785, 1469370, 1469944, 1470681, 1471264, 1472030]"
b1404,+,1467367,[],[1468429],"[1467661, 1467925, 1467927, 1468214, 1468351, 1468408]"
b1403,-,1467201,[],[1466889],[1466715]
b1402,-,1466889,[],[1466703],"[1465893, 1466061, 1466715]"
b1399,+,1461534,"[1461300, 1461409, 1461530]",[1461863],[1461536]
b1390,+,1452909,[],[],[1453921]
b1384,-,1445373,[],[],"[1444358, 1445250, 1445367]"
b1385,+,1445367,[1445250],"[1445622, 1446543, 1446619, 1446703]",[]
b1383,+,1443758,[],[],[1444003]
b1381,+,1441032,"[1440861, 1440987]","[1441778, 1441857, 1442509]","[1441534, 1441936, 1442651]"
b1379,-,1439801,[],[],"[1439355, 1439661]"
b4529,+,1439047,[1439045],[],[]
b1378,-,1438869,[1438931],"[1435577, 1436319, 1436447, 1437028, 1438102, 1438710]","[1438126, 1438166]"
b4427,+,1435145,[],[],[]
b1376,-,1433665,"[1433715, 1433921]","[1433304, 1433496]",[]
b4638,-,1433121,[1433304],[],[]
b1374,-,1431722,[],[],"[1431042, 1431202]"
b1370,-,1426781,[1426777],[],[1426760]
b4570,+,1426760,[],[],"[1426777, 1426781]"
b1366,+,1423433,[],[],[1423975]
b1365,+,1423306,[],[1423433],[1423414]
b1363,+,1421767,[1421795],"[1421877, 1421959]",[1421757]
b1356,-,1418265,[],[],[]
b1355,-,1417643,[],[],[1417540]
b1353,+,1416670,[],[],[1416650]
b1352,-,1416526,[],[],[]
b1348,-,1412202,[],[],[1412040]
b1344,-,1410184,[],"[1409462, 1409567, 1409687]",[1409578]
b1343,+,1407499,[],[1408507],"[1407480, 1408183, 1408898]"
b4699,+,1407153,"[1406889, 1407068]",[],[]
b1342,+,1405985,[],[1406889],"[1406214, 1407031]"
b1341,-,1405893,[],"[1405114, 1405312, 1405501, 1405597]","[1404916, 1404935, 1405030, 1405125, 1405334, 1405618]"
b1340,+,1403978,"[1403796, 1403980]","[1404221, 1404322]",[]
b4426,-,1403775,"[1403784, 1403834, 1403849]",[],"[1403590, 1403796]"
b1339,+,1402725,[],[1403590],[]
b1335,-,1398309,[],[],[]
b1334,-,1397576,"[1397649, 1397714]",[],"[1396816, 1397131, 1397327, 1397425, 1397430, 1397538, 1397540]"
b1333,-,1396683,[],[],[1396421]
b1332,+,1395352,[],[],[]
b1331,+,1394073,[],[1394109],[]
b1330,-,1393997,[],"[1392941, 1393557]","[1392860, 1393093, 1393317, 1393770]"
b1329,+,1391220,"[1391116, 1391142]","[1391323, 1391752, 1392071, 1392860]",[1392941]
b1328,+,1389970,[],[1390417],"[1390305, 1390311, 1390556, 1390565, 1390868, 1391014]"
b1326,-,1388705,[1388884],[],[1388717]
b1324,-,1386868,[],[],"[1386337, 1386342, 1386539, 1386645]"
b1323,+,1384715,[],[],"[1385504, 1385806]"
b1321,+,1382094,[],"[1382276, 1382931, 1383143, 1383196]",[1382879]
b1320,-,1382013,[],"[1381599, 1381790]",[1381806]
b1309,+,1368213,[],"[1368895, 1369354]",[]
b1305,+,1366591,[],[],[]
b1303,-,1366093,[],[1365403],[]
b1304,+,1366062,[],[1366591],[1366093]
b1299,+,1359691,[1359859],[1359985],[]
b1297,-,1358991,[],[1358134],[]
b1296,-,1357288,[],"[1355949, 1356056, 1357064, 1357073]",[1355811]
b1295,-,1355949,"[1355723, 1355725]",[],[]
b1294,-,1355159,[1355287],"[1353833, 1354061, 1354129]","[1353648, 1354147, 1354537, 1354648]"
b1292,-,1352573,[],[],[]
b1289,-,1350037,[],[1349781],[1349701]
b1288,-,1349146,[],[],[1349163]
b1287,-,1348158,[],"[1347153, 1348082]",[1348075]
b1286,-,1347153,[1346964],"[1345096, 1346483]",[1346500]
b1285,-,1344815,[],[],"[1342751, 1343129, 1343158, 1343721]"
b4596,-,1342661,[],[1342573],[]
b1284,-,1342573,[],"[1341732, 1342162]",[]
b1283,-,1341395,[1341499],[],[1341414]
b1281,+,1339894,[],[],[]
b1280,+,1338506,[],[1338773],[1339021]
b1279,+,1338211,[1338159],[1338506],[1338215]
b1278,+,1337333,[1337304],"[1337705, 1337730]","[1337713, 1338215]"
b1277,-,1337214,[],"[1336684, 1336761, 1336891, 1336922]","[1336507, 1336679]"
b1276,+,1333805,[],"[1334023, 1334485, 1335162, 1336117, 1336507]",[1336494]
b4522,+,1333114,[1333102],[],[1333340]
b1275,+,1331785,[],"[1331912, 1332743, 1332812]","[1331911, 1332891]"
b1274,+,1328844,"[1328813, 1329004]","[1329312, 1330029, 1330895]","[1331037, 1331538]"
b1273,-,1328738,[],[1328453],[]
b1272,+,1327313,[],[],[1328453]
b1271,-,1327165,[1327251],[],"[1326300, 1326879]"
b1269,+,1324724,[],"[1324986, 1324997]","[1324825, 1325730]"
b1268,+,1322635,[],"[1323163, 1323228, 1323742, 1323996, 1324161, 1324236, 1324264, 1324322]","[1322729, 1322922, 1323145, 1323656, 1324700]"
b1265,-,1321369,[],[],[]
b1266,+,1321212,[],[1321789],"[1321369, 1321407]"
b1263,-,1319675,[],[1317968],[1318005]
b1262,-,1317968,[],[],[]
b1259,-,1314116,[],[],[]
b1257,-,1313452,[],[1312978],"[1312741, 1313154]"
b1256,+,1312015,"[1311966, 1311975]",[1312584],[1311965]
b1255,-,1311722,"[1311720, 1311965]","[1311268, 1311378]",[]
b1253,-,1310298,[],[1310032],[1310285]
b1252,+,1308931,[1308933],[],"[1309482, 1309861]"
b1250,-,1308373,[1308460],"[1307127, 1308079]","[1306986, 1308386]"
b4595,+,1306787,[1306541],[],[]
b1249,-,1306697,[],[1305655],"[1305788, 1306076, 1306406, 1306541]"
b1247,+,1303498,[],"[1303857, 1304482]",[]
b1243,+,1298939,[],[],"[1299169, 1299172, 1300180, 1300594]"
b1242,+,1297662,[],[1298096],"[1298015, 1298077, 1298105, 1298510]"
b1241,-,1297532,"[1297618, 1297636]","[1294954, 1295082, 1296219, 1296602, 1296973, 1297044]","[1296130, 1296952, 1297132, 1297376]"
b4573,-,1294570,[],"[1293671, 1293909]",[1293710]
b1238,+,1292716,[],"[1292772, 1293292]",[1292785]
b1236,+,1290544,[1290483],"[1290949, 1291000, 1291047, 1291105, 1291460]","[1290982, 1291071, 1291437, 1291516, 1291634, 1291645]"
b1235,+,1289400,[1289302],[1289861],"[1289388, 1290023, 1290255]"
b1233,-,1288400,[],[1288032],"[1288123, 1288317, 1288329]"
b1234,+,1288329,[1288317],[1289302],"[1288400, 1289361, 1289388]"
b1232,-,1288032,[],"[1287053, 1287806]","[1287073, 1287221, 1287756, 1287758]"
b1231,-,1286888,"[1287002, 1287053]",[1286781],[]
b1230,-,1286781,"[1286601, 1286606]","[1286487, 1286511, 1286549]",[]
b4425,-,1286487,"[1286511, 1286549]","[1286305, 1286309, 1286397, 1286409]",[]
b1229,-,1286409,[],[1286397],[]
b1224,+,1278824,[],[1280387],"[1282210, 1282298]"
b1223,+,1277044,[],[1278514],"[1277086, 1277237]"
b1222,-,1277000,"[1276927, 1277043, 1277086]","[1275174, 1275653, 1275655, 1276320]","[1274990, 1276047]"
b1221,-,1275174,[],[1274580],"[1274880, 1274990]"
b1219,-,1272858,"[1272899, 1273109]",[1272547],"[1272482, 1272832]"
b1220,+,1272832,[1272971],[1273089],"[1273109, 1273520, 1273827]"
b1218,+,1271647,[],"[1272200, 1272332]",[1272182]
b1217,+,1271318,[1271216],[],[1271444]
b1216,-,1271119,[1271151],[1270746],"[1269910, 1269940, 1270714, 1270749]"
b4424,+,1269616,[],[],"[1269536, 1269579, 1269750]"
b4423,-,1269579,[],[1269536],[1269616]
b4422,+,1269081,[],[],"[1269044, 1269216]"
b4421,-,1269044,[],[],[1269081]
b4420,+,1268546,[],[],"[1268466, 1268509, 1268681]"
b4419,-,1268509,[],[1268466],[1268546]
b1214,+,1266405,[],"[1266849, 1267079]",[1267354]
b1210,+,1262806,[1262898],[],"[1263096, 1264056]"
b1209,-,1262758,[],[1262195],[1262806]
b1208,-,1262195,[],"[1261399, 1261481, 1262062]","[1261542, 1261558, 1261633, 1261920]"
b1206,-,1260205,[],"[1258748, 1258794, 1258802, 1259741, 1259944]",[]
b1204,-,1257827,[],"[1257583, 1257664]",[1257404]
b1203,-,1257104,[],"[1256496, 1256507]","[1255901, 1255942, 1256436]"
b1201,+,1250212,[],"[1250926, 1251170, 1252085]","[1250378, 1252181, 1252263]"
b1200,-,1250130,[],"[1249689, 1249872]",[]
b1197,-,1246645,[],"[1244970, 1245722, 1245876, 1246121]",[1245948]
b1196,+,1244175,[],[],[1244295]
b1195,+,1243901,[],[1244175],[1244295]
b1194,-,1243778,[],[],[]
b1193,+,1242351,[],[],"[1242337, 1242384]"
b1192,-,1242337,[1242384],[1242189],"[1241592, 1242351]"
b1191,-,1241333,[],"[1240354, 1240590]","[1240640, 1241244]"
b1189,+,1236748,[1236731],[],[]
b1188,-,1236508,[],[1235078],[]
b1187,+,1234128,[],[1234488],[]
b1186,-,1233988,"[1233990, 1233995]",[1232751],[1232442]
b1185,-,1232279,[],[1232006],[1231797]
b1183,+,1229825,[],[],[1230158]
b1181,+,1228020,[],[1228287],[]
b1179,+,1226745,[],[],[1226892]
b1178,-,1226729,[1226892],[],"[1226329, 1226339, 1226557, 1226745]"
b1177,+,1225704,"[1225651, 1225676, 1225810]","[1225834, 1226034]",[1226075]
b1176,-,1225364,[],"[1224870, 1224881]","[1224610, 1225332, 1225387]"
b1175,-,1224870,[1224881],[],"[1224364, 1224610]"
b4593,-,1222662,[],[1222320],[]
b1172,-,1222320,[],[],[]
b4491,+,1218771,[],"[1219131, 1219841, 1220661, 1220918]","[1220061, 1220432, 1220918]"
b4520,+,1218115,[],[],[1218223]
b1168,+,1216487,[1216417],[1217004],"[1216679, 1216682, 1216930, 1217710, 1217802, 1217961, 1218099]"
b1163,-,1214728,[],"[1213979, 1214514]",[1214528]
b1162,-,1213336,[1213358],[],"[1212529, 1212872, 1213352]"
b1161,-,1212359,[1212504],[1212049],[]
b4519,+,1210546,[],[],[]
b1157,-,1208967,[],[],"[1208372, 1208568]"
b1155,+,1207102,[],"[1207674, 1207680]","[1207318, 1207588]"
b1145,-,1202156,[1202433],[1201526],[1201530]
b1144,-,1201526,[],[],[1200972]
b1143,+,1200691,[1200492],[1200972],[]
b1141,-,1200467,[],[1200244],[1199995]
b1140,-,1200244,[],[1199963],"[1198934, 1199235, 1199634, 1199799, 1199995]"
b1139,+,1197892,[1197883],"[1198664, 1198666]",[1197873]
b1138,-,1197501,[1197505],[],[]
b1135,-,1194345,[1194214],"[1193838, 1194021, 1194166]","[1194184, 1194231]"
b1136,+,1194231,[1194184],"[1194448, 1194527]","[1194345, 1195464]"
b1133,-,1193024,[],[1192621],[1192639]
b1130,-,1189731,[],"[1189051, 1189191]","[1189147, 1189389, 1189553, 1189705]"
b1129,-,1189191,[1189051],[],"[1187776, 1188205, 1188359, 1188414]"
b1127,+,1184961,[],"[1185929, 1186211]","[1185031, 1186194]"
b1126,-,1184883,[1185031],"[1183977, 1184577]",[]
b1124,-,1183095,[],"[1182259, 1182609]",[1182082]
b1123,-,1182259,[],"[1181022, 1181777]","[1181753, 1182082]"
b1122,-,1181022,[],[],[]
b1119,+,1177764,[],[1178433],[1178715]
b1116,+,1174624,[],[1175085],"[1175135, 1175843]"
b1114,-,1173251,[1173215],"[1170199, 1170530, 1171771]","[1171040, 1173028]"
b1113,-,1169641,[1169647],[],[]
b1112,+,1168242,[],[1168419],[]
b1111,-,1168085,[],[],[1167539]
b1109,+,1165214,[1165246],"[1165601, 1166518]","[1166332, 1166461]"
b1108,+,1164239,[1164167],"[1164478, 1164666, 1164677]",[1164383]
b1107,+,1163108,[],"[1163660, 1164167, 1164239]",[1164383]
b1103,+,1161048,[1160964],[],[1161356]
b1101,+,1156991,[1156852],[1158496],[1158188]
b1100,+,1155861,[1155859],[1156473],"[1155920, 1156288, 1156880, 1156887]"
b1098,+,1154113,[],[],[]
b1097,+,1153052,[1153163],"[1153367, 1154113]","[1153728, 1154241]"
b1096,+,1152504,[],"[1153052, 1153163]",[]
b1094,+,1150704,[1150552],[],[]
b1090,+,1146800,[],"[1147495, 1147613]","[1147465, 1147946, 1147969]"
b1089,+,1146291,[],[],[]
b1087,-,1145923,[],"[1145333, 1145400, 1145500, 1145714]","[1145324, 1145813, 1145872]"
b1088,+,1145872,"[1145813, 1146015]","[1146166, 1146291]",[1145923]
b1086,+,1144163,[1143998],[1144532],[1144101]
b1082,+,1137576,[],[],"[1138217, 1138673, 1139024]"
b1073,+,1130215,[],[],[1130365]
b1072,-,1130108,[1130365],[],[1129391]
b1071,-,1129387,[1129416],[],"[1128997, 1129391]"
b1069,+,1127006,[],"[1127281, 1128457]",[1128228]
b1066,+,1124745,"[1124633, 1124638]",[],[1125210]
b1065,-,1124577,"[1124626, 1124656]",[],"[1123397, 1124633, 1124638]"
b1064,-,1123304,[],"[1122636, 1123056]","[1122689, 1122851]"
b1063,-,1122636,[1122520],[1122356],[1121906]
b1062,-,1121868,[],[1121093],"[1121765, 1121906]"
b1060,-,1120252,[1120243],"[1120097, 1120141]",[]
b1059,-,1119832,[1120097],[1118867],[1119641]
b1058,-,1118867,[],[],[]
b1056,-,1117970,[],"[1117309, 1117447, 1117483]",[]
b1055,+,1115994,"[1115959, 1115961]",[1116150],"[1115932, 1116894, 1117078]"
b1054,-,1115932,[],"[1114954, 1115241, 1115650]","[1114953, 1115056]"
b1053,-,1114767,[1114954],[],"[1113777, 1114183]"
b1048,+,1108501,[1108478],[],"[1108481, 1108530, 1108535, 1108738, 1108881, 1108915]"
b1047,-,1108346,[1108376],"[1107118, 1107412]","[1106924, 1107789, 1107800, 1108082, 1108100, 1108178]"
b1046,+,1105515,[],"[1106844, 1106924]","[1105838, 1106433, 1106676, 1106986]"
b1044,+,1104426,[],[],[1104929]
b1043,+,1103907,[],[1104426],[1104126]
b1040,-,1102566,[],[1102284],"[1102212, 1102479]"
b1036,+,1099519,[],[],[1100099]
b1034,+,1098081,[],"[1098209, 1098336, 1098373, 1098493]","[1098148, 1098380, 1098476]"
b1033,+,1097049,[1096984],[],"[1097508, 1097743]"
b1032,-,1096902,"[1096875, 1096985]",[],[]
b1028,+,1094535,[1094533],[],[1094979]
b1025,+,1092063,[],"[1092300, 1092697, 1092762, 1093221, 1093419]","[1092675, 1092958]"
b1024,-,1091744,[],"[1089661, 1091043]","[1088990, 1089043, 1089256, 1089383, 1089671, 1091408]"
b1020,+,1084166,[1084132],[1085202],[]
b4490,+,1080520,[],[],[]
b1015,+,1078434,"[1078304, 1078306]","[1078594, 1078972]",[]
b1014,-,1078145,"[1078248, 1078363]","[1074262, 1077110, 1077239, 1077451]","[1074896, 1078157, 1078193, 1078200]"
b1013,+,1073443,[],[1073968],[]
b1008,-,1070455,[],[],[]
b4518,+,1067285,"[1067084, 1067224]",[1067381],[]
b1004,-,1066981,[1067123],[],[]
b1002,+,1064782,[],[],"[1064870, 1065137, 1065423]"
b1000,-,1063056,[1063260],[],[]
b0998,+,1060807,[],[],[1061535]
b0995,-,1057456,[1057395],"[1056752, 1057113]",[1056395]
b0994,+,1055464,[],"[1055674, 1055690, 1056117, 1056395]",[1055446]
b0993,-,1055446,[],[1052901],"[1052697, 1052728, 1053001, 1053665, 1053906, 1053908, 1055464]"
b0992,-,1052618,[],[],"[1051463, 1052262]"
b4517,+,1051218,[1051169],[1051463],[1051430]
b0990,+,1050528,[],[1050721],[1050897]
b0989,-,1050421,[],[],[]
b4516,+,1049040,[1048993],[],[1049286]
b0980,+,1039687,[1039706],[],[1040271]
b0978,+,1036944,[1036930],[1037143],[1038518]
b0975,+,1034982,[],[],"[1035076, 1035332]"
b0972,+,1031208,[],[1031706],[1031372]
b0971,-,1030940,[],[],[1030832]
b0970,-,1030669,"[1030673, 1030677]",[],"[1029902, 1029913, 1030692]"
b0969,-,1029915,[],[],"[1029465, 1029754, 1029902, 1029913]"
b0967,-,1029222,[1029267],[1028090],"[1028848, 1028976, 1029185]"
b0968,+,1029185,[],[1029465],"[1029222, 1029267]"
b0966,-,1028090,[1027972],[],[]
b0965,+,1027106,[],[],[]
b0964,-,1027058,[],[1026388],[]
b0963,-,1026388,[],[1025975],[]
b0961,-,1023602,[],[],[]
b0959,+,1020306,[],"[1020602, 1020605, 1020880]",[1020928]
b0957,-,1019409,[1019418],[1018491],[]
b0956,+,1017682,[1017457],[],"[1017944, 1017960]"
b0955,-,1017551,[],"[1016572, 1017055]","[1017067, 1017193, 1017279, 1017318, 1017457]"
b0954,-,1015720,[],[],[1015168]
b0953,+,1014873,[],[],[]
b0951,+,1012405,[],"[1012777, 1013151, 1013304]","[1012851, 1013762]"
b0950,+,1011218,[1011210],[1012405],"[1011190, 1011260]"
b0948,+,1006895,[1007053],"[1007246, 1008133, 1008357, 1008378]","[1008184, 1008238, 1008441]"
b0947,-,1006848,[],[],"[1005721, 1006425, 1006544, 1006895]"
b0946,+,1005076,"[1004948, 1005035, 1005040]",[1005222],"[1005243, 1005704]"
b0945,+,1003957,[],"[1004086, 1004948]","[1003941, 1004680]"
b0938,+,997039,[],[997210],"[997452, 997467]"
b0932,+,989738,[],"[990299, 991746, 992107, 992363]","[992338, 992344]"
b0931,-,989637,"[989670, 989723]",[988492],"[988386, 989337]"
b0930,-,988267,"[988366, 988492]","[987388, 987425, 988035]","[987002, 987281]"
b0929,-,986470,[],[985175],"[985128, 985207, 985250, 985315, 985576, 986232, 986279]"
b0928,-,985175,[984967],[983901],[]
b0927,+,982798,[],"[983494, 983496]","[982863, 982968, 983365]"
b0926,+,982246,[982061],"[982433, 982798]","[982721, 982863]"
b0925,+,980154,"[980111, 980258, 980263]","[981233, 981698, 981767, 982061]","[980786, 982027, 982045]"
b0923,+,974704,[],[],[974965]
b0921,+,972721,"[972627, 972719]","[972817, 973119]","[972662, 972703, 972960, 973474]"
b0920,-,972662,[972703],[972484],"[972627, 972719, 972721]"
b0919,+,970950,[970939],[971580],[]
b0917,+,969867,[969863],[],[970135]
b0916,+,968545,[968338],"[968871, 969022, 969311]",[]
b0915,+,967476,[],"[968087, 968338, 968545]",[]
b0914,+,965818,[],"[965868, 967476]","[965746, 965966, 966062]"
b0913,+,963527,[],"[964206, 964527, 965029, 965256, 965299]","[963542, 963825, 964052, 964174, 964177, 964771, 965364, 965636, 965746]"
b0912,+,962973,[],[],[]
b0911,+,960941,[961085],"[961958, 962214, 962337, 962586]","[961189, 961204, 961673, 962324, 962568]"
b0910,+,960387,[960303],"[960459, 960914, 960941, 961085]","[961189, 961204]"
b0909,+,959461,[],[959781],"[959533, 960285]"
b0908,+,957987,[],[958231],[]
b0907,+,956802,[956792],"[957093, 957414]",[957308]
b0906,+,955898,[955959],"[956033, 956512]","[956057, 956678]"
b0905,-,955881,[956057],"[954692, 954732, 955413, 955507]","[954395, 955898]"
b0904,-,953715,"[953726, 953730, 953983]","[953131, 953145]",[]
b0902,-,950449,[],[],"[949475, 949501]"
b0900,-,948821,[],"[948128, 948245, 948645]",[947843]
b0899,+,946412,[],"[947331, 947843]","[946476, 946816, 947055, 947314]"
b0898,+,944993,[],"[945849, 945931, 946093]",[945714]
b0897,-,944839,[],[],[]
b0894,+,940046,[940103],[941296],"[942249, 942261]"
b0893,+,938588,"[938471, 938543, 938576]",[],[]
b0892,+,937035,[],"[937994, 938471, 938543]","[937279, 937361]"
b0891,+,936358,[],[937035],"[937067, 937279]"
b0890,+,932358,[932152],"[935447, 936182, 936358]","[933507, 933573, 935116, 936261]"
b0889,+,931551,[],"[931918, 932152]","[931810, 932046]"
b0888,-,931480,[],"[930572, 930998]",[]
b0887,-,930221,[],"[928998, 929243]",[929919]
b0885,-,926750,[],"[926129, 926366]","[926037, 926309]"
b0884,-,925702,[925907],[925584],[925361]
b0883,-,925194,"[925229, 925271, 925362]",[],[]
b0882,+,922301,"[922231, 922271]","[923839, 923921]",[923867]
b0881,+,922070,"[921844, 921852, 922054]","[922231, 922271, 922301]","[922115, 922219]"
b0880,-,921899,[],[],"[921583, 921844, 921852]"
b0879,+,919438,[],"[919842, 920000, 920708, 921134]",[920259]
b0876,+,915523,[915663],[915707],[915643]
b0875,-,915454,"[915354, 915558]",[915195],[914494]
b0874,-,914118,[],"[913361, 913523, 913612]",[914051]
b0873,-,913069,[],"[911630, 911723, 912474, 912479]",[]
b0872,-,911630,[],[911163],[]
b0871,-,910299,[],[909525],[]
b0870,-,908543,[908549],[],[908135]
b0868,-,906004,[906047],[],"[905369, 905625]"
b0866,+,903754,"[903703, 903740, 903746]",[],[903745]
b0865,-,903745,[],[],"[903703, 903740, 903746, 903754]"
b0864,-,902993,[903066],[],"[902310, 902839, 902988]"
b0861,-,900800,[],[900188],[]
b0860,-,899849,[],[899286],"[899421, 899799]"
b0859,+,897717,[],[],[897701]
b0858,+,897171,[],[],[897701]
b0857,+,896271,"[896056, 896273]",[896471],[]
b0854,+,892864,"[892839, 892859]",[893581],[893115]
b0853,+,892149,[892042],[],[]
b0852,+,891158,[],"[891459, 892042]","[891343, 891352, 891552, 891575, 891713, 892061]"
b0850,+,890115,"[890029, 890086]",[],[]
b0847,-,889168,[889216],"[887727, 888298, 888661, 888709, 888844, 888983]","[888337, 888769, 889099, 889110]"
b0848,+,889110,[889099],[],[889216]
b4417,-,887280,[],[],[]
b0846,+,886624,[],[],"[886587, 887280]"
b0845,-,886587,[],"[885616, 886432]",[886624]
b0844,-,885616,[],"[884827, 884958, 885004]",[]
b0842,+,882793,"[882800, 882872]","[883792, 883874, 884045]",[884151]
b0841,-,882728,[],"[882166, 882331]",[]
b0840,-,881986,"[881994, 882166]","[881240, 881369]",[881454]
b0838,-,879842,[],"[879181, 879503]",[]
b0839,+,879841,[],"[880142, 880207, 880691]","[880961, 881240]"
b0837,+,877945,[],"[878120, 878596, 878931]","[878080, 878263, 878428, 878549, 878957, 879054]"
b0836,+,877440,[],[],[]
b0835,-,877292,[],[875981],[]
b0834,+,874471,[874327],"[874648, 875152, 875343]","[874890, 875981]"
b0833,+,872122,[],"[873789, 873810, 873830, 874327, 874471]",[872201]
